response_time_ms,retry_count,incorrect_streak,skip_rate,session_duration_minutes,time_of_day_hour,questions_answered,recent_accuracy,engagement_score,confusion_score
32478,0,1,0.0649,64.57,5,80,0.5904,0.7555,0.3045
24555,3,0,0.0124,78.0,19,38,0.7178,0.9305,0.3453
47807,0,1,0.0215,10.47,23,26,0.321,0.3621,0.2748
30369,0,3,0.0194,19.82,10,62,0.5834,0.5432,0.2404
21232,0,0,0.0238,38.41,10,35,0.6027,0.5772,0.1541
26655,0,0,0.0409,89.6,19,94,0.5481,0.7738,0.0666
23794,2,0,0.0411,81.75,20,14,0.6147,0.8829,0.1461
11147,0,1,0.0498,79.42,12,48,0.8617,0.8481,0.0254
48099,1,0,0.0272,43.08,16,66,0.5321,0.5151,0.3064
44185,0,3,0.1135,18.38,8,72,0.4516,0.374,0.3709
22884,0,0,0.1344,66.33,14,91,0.8112,0.7375,0.0484
33399,3,2,0.1642,88.02,10,68,0.352,0.7047,0.4064
49617,0,4,0.0849,59.16,0,36,0.7851,0.7076,0.3696
39843,0,4,0.0856,71.45,4,85,0.3953,0.6938,0.3698
21311,0,0,0.046,62.63,9,25,0.9116,0.7644,0.138
23945,0,0,0.0902,23.75,6,59,0.4653,0.5165,0.1893
4390,0,2,0.0135,23.73,14,85,0.7112,0.6545,0.1221
34297,2,0,0.018,89.03,14,19,0.8868,0.9343,0.2357
39914,1,5,0.0821,70.16,19,6,0.5259,0.7793,0.387
39996,0,3,0.0559,78.2,21,97,0.409,0.8008,0.2677
33412,0,3,0.0713,69.44,9,50,0.5791,0.7342,0.4403
29228,0,0,0.0477,64.8,3,36,0.4825,0.81,0.0897
13026,0,3,0.0515,19.1,20,33,0.6647,0.4581,0.197
28837,3,3,0.1321,44.88,9,67,0.7827,0.5632,0.3721
17420,0,6,0.1363,51.56,10,70,0.576,0.5718,0.3607
31302,3,0,0.0417,12.0,17,32,0.6181,0.4835,0.388
15834,0,5,0.0393,19.65,1,94,0.6226,0.6172,0.3665
31226,0,2,0.1299,89.72,7,7,0.865,0.8287,0.1875
40877,1,2,0.0929,45.08,2,37,0.3529,0.4291,0.2363
29526,0,0,0.0561,38.31,2,96,0.8549,0.6579,0.0
28942,0,4,0.1098,86.54,10,33,0.666,0.8126,0.3293
35956,0,0,0.0345,77.79,0,6,0.5226,0.7591,0.1519
46244,1,1,0.1884,86.59,5,42,0.4489,0.703,0.276
23713,0,0,0.1534,57.22,11,96,0.7949,0.5885,0.0232
31252,0,0,0.0672,46.15,15,9,0.9372,0.7482,0.1036
43135,1,0,0.0378,69.96,23,17,0.8313,0.7613,0.2111
33031,0,5,0.0998,67.99,21,3,0.7144,0.7936,0.3167
3000,0,2,0.0976,84.27,1,43,0.4679,0.8472,0.1984
16413,2,0,0.0785,87.1,17,21,0.6432,0.8987,0.2161
34013,0,6,0.0508,25.03,12,83,0.5939,0.5816,0.3841
20198,0,5,0.0974,35.88,4,45,0.7517,0.6452,0.2316
42284,0,5,0.1464,23.49,5,54,0.5957,0.4708,0.3827
47295,0,2,0.006,77.22,7,43,0.5526,0.852,0.2669
17917,3,1,0.0278,69.74,19,36,0.6291,0.8138,0.3683
12610,0,0,0.0571,86.63,2,48,0.9547,0.9568,0.0392
20666,0,6,0.0455,10.29,9,46,0.5558,0.5385,0.3896
19973,0,0,0.0692,72.53,9,44,0.6896,0.7279,0.0221
43433,3,1,0.0306,13.35,3,58,0.7385,0.4621,0.3983
12576,0,1,0.0837,80.34,1,20,0.6679,0.8354,0.0641
33909,0,2,0.0568,37.76,14,41,0.7936,0.5562,0.298
41654,0,2,0.0848,21.96,19,79,0.4466,0.4502,0.3585
34831,0,0,0.0301,86.89,5,6,0.2218,0.7696,0.1251
30237,0,6,0.1111,40.23,15,81,0.7441,0.6093,0.3817
23053,0,0,0.04,49.4,16,91,0.5886,0.7346,0.0289
47188,0,0,0.0007,63.41,19,10,0.6084,0.6815,0.14
22057,0,1,0.0573,69.64,21,43,0.6405,0.7931,0.2455
36379,3,1,0.1783,63.17,19,61,0.838,0.6808,0.3061
23095,0,4,0.0743,88.83,13,29,0.5271,0.8776,0.2742
3000,1,8,0.0284,30.13,21,83,0.4823,0.6717,0.5384
21764,1,2,0.0192,71.24,4,74,0.2799,0.7739,0.2809
23125,0,2,0.0572,76.95,9,46,0.2058,0.7624,0.1261
23279,0,0,0.0951,47.69,10,58,0.9748,0.666,0.1512
17076,1,0,0.0034,34.7,0,18,0.6101,0.667,0.2116
32509,2,2,0.0405,73.47,0,67,0.8105,0.7831,0.4217
33845,0,0,0.0675,41.33,2,62,0.8432,0.6309,0.2023
21330,0,2,0.0186,31.34,6,58,0.7536,0.5832,0.1758
21229,0,2,0.1692,54.95,17,14,0.7402,0.666,0.1506
12392,1,1,0.0836,32.24,23,74,0.3467,0.6468,0.2341
28052,0,1,0.0872,61.52,7,48,0.7995,0.6374,0.1458
41535,0,0,0.0214,83.19,2,13,0.8672,0.8416,0.0582
41543,0,1,0.0379,64.96,15,92,0.8008,0.6434,0.1789
17810,0,3,0.1732,52.84,23,61,0.5551,0.6602,0.1503
48894,0,1,0.1429,39.91,2,49,0.8758,0.4997,0.1726
20654,1,0,0.1864,26.88,8,34,0.4842,0.493,0.1274
12809,0,2,0.1469,45.46,13,61,0.7882,0.6547,0.1429
8658,1,2,0.1139,58.8,23,76,0.7475,0.8248,0.1846
12085,1,5,0.0921,82.99,12,53,0.827,0.8365,0.358
29005,1,5,0.0134,62.5,10,46,0.4897,0.7559,0.4219
21910,0,6,0.0057,73.56,0,92,0.6629,0.8362,0.4669
17416,0,6,0.0689,73.34,5,75,0.7166,0.8674,0.311
14831,2,2,0.0247,83.28,6,13,0.4074,0.9002,0.3581
11967,1,6,0.128,88.03,5,47,0.7824,0.9008,0.4037
14322,1,0,0.0653,59.69,13,56,0.6107,0.7276,0.0654
37185,2,6,0.1356,19.44,5,83,0.8519,0.4402,0.4301
46640,0,1,0.0221,29.67,17,72,0.4129,0.6639,0.1925
47382,0,0,0.0852,75.86,2,4,0.7829,0.8199,0.0298
33245,1,3,0.035,16.18,19,51,0.5004,0.4643,0.4309
19093,1,0,0.2642,26.81,3,98,0.6672,0.3305,0.0853
16986,0,2,0.0236,28.27,6,67,0.6932,0.6253,0.0639
34074,1,0,0.2397,18.05,9,91,0.8537,0.4231,0.2378
22044,0,2,0.2259,48.44,9,55,0.722,0.5315,0.1947
29943,2,0,0.1731,45.4,23,53,0.9303,0.6393,0.1717
48165,0,0,0.0978,29.22,11,41,0.7781,0.5933,0.0
27602,0,0,0.0507,15.81,18,7,0.6569,0.5147,0.2297
52334,3,1,0.0513,72.35,10,45,0.6474,0.7519,0.4779
11478,0,1,0.1165,36.58,21,77,0.6521,0.6792,0.097
30369,0,0,0.1043,62.63,18,71,0.7393,0.6909,0.0106
28765,0,2,0.0081,58.36,5,39,0.6331,0.6751,0.2008
13191,0,0,0.0065,56.48,6,71,0.7361,0.7611,0.0875
34620,1,1,0.0579,88.05,10,99,0.5496,0.7502,0.2732
43370,1,0,0.0217,11.94,17,26,0.8702,0.5309,0.1538
51432,0,1,0.0972,29.15,21,18,0.5124,0.359,0.1136
29935,0,0,0.0582,11.32,6,75,0.8993,0.4142,0.0049
3000,0,2,0.1887,63.56,22,34,0.7449,0.7822,0.1823
30724,0,5,0.1245,42.05,12,44,0.8145,0.5766,0.447
33904,0,0,0.0142,61.25,23,78,0.8427,0.7373,0.1826
22178,0,1,0.0496,53.81,10,80,0.741,0.636,0.0069
27581,2,0,0.1176,86.3,21,68,0.6211,0.861,0.0998
19199,0,1,0.2752,57.36,8,61,0.6839,0.5253,0.1117
23396,1,3,0.0231,46.35,9,57,0.5027,0.7276,0.2888
37210,0,2,0.1438,20.14,1,78,0.6694,0.4151,0.2074
41668,0,1,0.0774,25.5,9,6,0.6889,0.5874,0.0646
9751,2,0,0.2176,33.04,2,41,0.6704,0.4711,0.2645
18864,0,1,0.2688,68.57,22,99,0.6465,0.7161,0.1777
5939,0,0,0.0119,47.45,6,92,0.3224,0.742,0.0537
47060,0,3,0.0503,38.3,7,6,0.9098,0.5077,0.2857
35449,1,5,0.0076,58.04,2,43,0.4213,0.7363,0.3951
3000,2,4,0.1353,51.83,14,83,0.9038,0.7168,0.4206
24226,0,2,0.1869,24.08,6,29,0.6563,0.4608,0.2825
21598,1,1,0.0276,15.95,1,66,0.4472,0.4811,0.2482
15929,0,4,0.1589,72.52,3,44,0.9436,0.8124,0.2757
37435,0,0,0.076,88.75,7,16,0.485,0.8521,0.0838
37161,2,3,0.1485,83.65,18,56,0.7717,0.7316,0.3424
28233,0,2,0.0514,88.34,9,24,0.6488,0.8848,0.2063
17300,0,0,0.0764,31.62,17,93,0.715,0.6072,0.0527
17401,0,0,0.0441,88.37,15,13,0.7788,0.8824,0.0523
25527,1,2,0.052,65.23,6,43,0.2562,0.7058,0.2668
19514,0,2,0.0664,71.65,7,1,0.7425,0.7418,0.1472
24930,0,0,0.0186,44.86,6,94,0.27,0.5593,0.0978
31697,1,0,0.058,73.38,23,65,0.8882,0.7658,0.1478
6598,0,0,0.2485,72.5,17,82,0.8619,0.8249,0.0963
15902,0,1,0.1673,83.08,1,77,0.6578,0.6947,0.0687
24596,1,1,0.1066,48.53,21,87,0.4048,0.6435,0.1393
43784,1,1,0.0536,34.0,2,71,0.5896,0.5035,0.1549
35144,0,4,0.068,62.46,12,6,0.9098,0.6846,0.2665
24957,0,1,0.1945,16.42,14,80,0.4641,0.3659,0.165
29828,0,0,0.0598,83.22,18,5,0.6726,0.7446,0.161
23782,2,3,0.0404,77.41,6,82,0.6734,0.8667,0.361
37927,1,1,0.0573,52.73,3,42,0.6839,0.6876,0.1253
30205,1,3,0.1314,67.71,12,80,0.6812,0.6709,0.2339
40346,1,1,0.103,70.85,19,5,0.7117,0.7977,0.1643
8736,0,7,0.0529,74.22,20,52,0.6271,0.8362,0.3904
15326,0,0,0.1347,77.49,14,22,0.7745,0.8609,0.0826
28295,0,0,0.11,54.04,6,96,0.6938,0.6929,0.1538
30922,1,2,0.1709,43.82,2,42,0.8268,0.5772,0.1679
53804,3,2,0.0644,22.33,2,94,0.9568,0.5193,0.5448
3307,0,1,0.0625,65.53,20,94,0.2386,0.7855,0.32
24603,2,1,0.0881,31.23,18,41,0.9585,0.6074,0.26
24065,0,5,0.0348,18.85,16,48,0.7413,0.5169,0.325
27854,0,5,0.071,79.6,1,51,0.4024,0.8675,0.5169
45799,0,6,0.0225,26.21,4,34,0.4304,0.5353,0.3871
35515,0,2,0.0382,83.06,17,79,0.3795,0.7848,0.1436
5752,1,5,0.1176,81.25,17,2,0.8219,0.8511,0.4108
43405,0,0,0.1102,79.07,3,39,0.7461,0.7946,0.1274
43070,1,3,0.049,32.03,9,68,0.5207,0.6203,0.3656
28157,2,6,0.0806,17.33,3,75,0.5758,0.3757,0.5852
5587,0,0,0.1096,89.05,15,80,0.7925,0.7713,0.0829
23181,0,1,0.0379,43.25,8,16,0.6829,0.5628,0.1541
30625,0,3,0.0255,84.25,5,38,0.4573,0.8611,0.3453
36959,1,1,0.0346,79.28,8,78,0.5453,0.8598,0.2429
3755,2,0,0.0195,37.05,6,44,0.5645,0.6696,0.1282
15771,0,0,0.0993,19.06,22,57,0.3569,0.5426,0.0985
38176,2,6,0.2631,57.38,16,35,0.7415,0.5559,0.5507
43021,3,3,0.0385,72.29,22,37,0.8777,0.6064,0.4932
30166,0,2,0.156,78.11,10,73,0.8301,0.8458,0.1877
38782,0,7,0.0252,88.29,2,41,0.7427,0.765,0.5945
30463,1,0,0.0566,18.86,13,47,0.2302,0.4488,0.2891
36557,3,3,0.0757,36.05,22,97,0.8758,0.6454,0.4042
26741,0,1,0.0758,74.22,17,86,0.5234,0.8814,0.1492
30759,0,3,0.0287,35.94,0,57,0.8087,0.6327,0.2635
10339,1,0,0.1073,58.47,2,78,0.8374,0.8223,0.1573
33666,0,3,0.0903,30.79,9,40,0.4969,0.5258,0.2836
9972,0,2,0.0137,60.77,20,18,0.7193,0.8019,0.0874
33652,0,1,0.0333,69.53,10,94,0.7162,0.8113,0.0953
19732,0,4,0.0499,79.33,14,96,0.8345,0.9361,0.3002
29440,0,4,0.1269,79.72,19,85,0.7609,0.845,0.2775
13566,0,4,0.0669,77.89,14,93,0.4136,0.8314,0.2731
18957,0,5,0.109,18.12,16,52,0.4951,0.4091,0.3466
29416,3,5,0.1809,81.22,18,47,0.8128,0.7006,0.5372
34052,0,2,0.1046,27.02,3,67,0.7646,0.4142,0.0853
38125,1,1,0.0777,47.68,14,75,0.4944,0.6925,0.156
11199,0,0,0.021,65.32,9,69,0.2081,0.7579,0.1164
6986,0,5,0.0984,66.86,18,14,0.907,0.83,0.3248
13296,0,7,0.0165,14.5,0,54,0.3876,0.56,0.5253
12213,0,0,0.1912,45.13,1,35,0.9056,0.6341,0.144
43802,0,0,0.0614,73.14,11,51,0.8969,0.7514,0.0428
41082,2,1,0.0649,23.57,7,28,0.898,0.5872,0.3802
13041,1,3,0.0598,53.93,9,17,0.8213,0.6577,0.2463
45524,0,0,0.0463,19.5,10,13,0.6859,0.4205,0.1126
40366,0,0,0.0173,15.98,21,24,0.9263,0.5463,0.0
5445,0,3,0.0811,38.6,7,50,0.7102,0.6896,0.1868
12637,0,0,0.1314,29.08,1,62,0.3185,0.5137,0.0371
5089,0,4,0.1074,55.93,16,69,0.8999,0.8164,0.1772
23961,1,2,0.0155,85.58,5,29,0.5656,0.8935,0.1962
25209,0,0,0.1525,25.84,1,73,0.8401,0.5529,0.2209
25186,0,5,0.0308,72.05,0,99,0.9139,0.818,0.2946
3000,0,3,0.0951,19.25,13,40,0.8031,0.522,0.2226
7873,1,0,0.045,72.57,18,57,0.5436,0.8204,0.0811
28122,0,2,0.1244,49.12,13,17,0.5896,0.7231,0.1496
32467,0,2,0.0185,32.05,12,53,0.5657,0.6331,0.2059
3000,0,4,0.091,12.58,4,34,0.2826,0.4529,0.3011
9626,1,1,0.0468,58.81,9,63,0.5158,0.759,0.0177
37269,1,0,0.01,79.06,4,10,0.5504,0.8755,0.3596
10308,0,1,0.1256,50.95,18,2,0.7072,0.7197,0.1528
24824,0,0,0.2055,58.79,16,44,0.5915,0.7252,0.021
9165,1,0,0.0255,75.11,17,20,0.4778,0.8574,0.1407
34978,0,0,0.0009,89.71,6,5,0.3256,0.9094,0.089
3000,0,2,0.0025,55.73,4,32,0.6126,0.6965,0.0822
21346,2,1,0.1676,39.64,1,82,0.649,0.592,0.2108
36284,1,1,0.0604,54.24,21,31,0.7115,0.6008,0.2384
32320,0,2,0.0099,57.58,10,51,0.1504,0.6807,0.2783
19431,0,5,0.0288,86.05,2,82,0.847,0.9297,0.3685
16616,0,1,0.1366,88.62,11,68,0.6313,0.9201,0.1232
22205,0,0,0.018,36.12,14,4,0.807,0.5643,0.0
9528,0,2,0.0142,19.97,20,88,0.3744,0.5975,0.1848
23800,0,0,0.0793,58.17,7,50,0.3432,0.5994,0.0
24005,0,0,0.3127,58.23,23,84,0.5688,0.5531,0.0
19985,0,1,0.1166,70.43,8,32,0.923,0.7887,0.0185
37004,0,5,0.0639,47.17,21,82,0.7081,0.722,0.3654
12154,0,0,0.07,59.97,12,97,0.6666,0.7594,0.1535
4547,1,3,0.1283,57.05,1,19,0.8747,0.8196,0.2924
18696,0,0,0.1274,61.59,16,87,0.674,0.6637,0.1318
26488,0,5,0.0328,25.8,11,58,0.6525,0.5385,0.2887
23719,3,0,0.0537,23.05,8,9,0.864,0.6167,0.2449
23186,0,0,0.1256,40.39,21,92,0.6769,0.5803,0.1991
11484,0,6,0.2174,54.61,8,59,0.501,0.6186,0.4777
13210,2,1,0.2139,65.05,2,75,0.2543,0.6534,0.3877
19140,0,5,0.1115,64.41,2,48,0.7367,0.7956,0.3902
18194,0,0,0.0902,59.65,0,14,0.6017,0.7073,0.0712
38177,0,1,0.1012,34.48,1,79,0.7579,0.5376,0.2255
28167,1,0,0.0228,10.98,18,31,0.2778,0.3702,0.1675
18609,2,0,0.0958,10.62,20,75,0.6201,0.4316,0.281
38140,0,2,0.0511,89.7,20,36,0.7651,0.8984,0.2884
30355,1,5,0.1476,76.0,13,19,0.9739,0.7488,0.4855
8709,0,6,0.0638,72.96,9,52,0.8053,0.7827,0.4038
3000,1,6,0.0298,30.93,3,9,0.6206,0.6859,0.3805
9085,2,0,0.0365,30.77,17,89,0.6899,0.6359,0.0
32139,1,5,0.1088,13.53,7,43,0.3615,0.4776,0.3803
35698,0,1,0.0642,63.52,1,76,0.8258,0.6098,0.073
5077,0,0,0.0752,23.23,18,74,0.5062,0.4628,0.1257
32904,0,0,0.0215,28.57,0,89,0.6989,0.5193,0.187
32449,0,0,0.0979,76.65,2,38,0.5732,0.8311,0.0656
41741,0,0,0.0508,52.01,14,99,0.1894,0.6517,0.0977
36405,0,0,0.0768,67.19,21,32,0.6774,0.741,0.103
41223,0,1,0.0657,39.46,16,60,0.6035,0.6328,0.0743
30860,1,0,0.0206,16.66,23,74,0.7365,0.5023,0.2186
30459,0,6,0.0354,56.66,14,50,0.6673,0.6441,0.4027
20953,0,1,0.0225,42.79,20,25,0.8007,0.6372,0.0153
34843,0,4,0.1432,16.51,13,51,0.5433,0.3879,0.315
9011,0,1,0.0126,72.04,7,76,0.3615,0.8101,0.0445
23336,0,2,0.0703,11.6,19,66,0.7071,0.399,0.2342
31479,0,4,0.0363,26.59,4,83,0.5956,0.4121,0.1985
41899,3,1,0.0192,45.56,21,59,0.5934,0.6799,0.4014
19265,0,1,0.0162,88.5,0,48,0.5412,0.8481,0.1762
36599,0,0,0.032,61.3,0,92,0.4149,0.687,0.0399
22634,1,2,0.1818,62.3,19,96,0.7995,0.7915,0.0929
36845,0,4,0.0382,31.92,7,96,0.8312,0.5486,0.4342
15384,0,4,0.0623,62.67,18,60,0.694,0.6934,0.291
33712,0,0,0.0658,72.85,18,14,0.8735,0.7709,0.0
23856,1,1,0.0416,83.44,3,67,0.7763,0.8664,0.3117
10779,0,0,0.065,52.66,5,41,0.5224,0.6871,0.0204
23160,0,6,0.0252,83.5,9,16,0.6235,0.9597,0.3765
40861,0,5,0.1421,71.69,17,55,0.9153,0.7567,0.3308
12770,0,0,0.0186,83.37,6,94,0.4001,0.7936,0.1189
7188,0,4,0.0342,68.79,8,46,0.833,0.8029,0.2419
29785,1,1,0.0426,27.08,10,59,0.7276,0.6062,0.297
4866,0,5,0.1018,74.01,15,50,0.4556,0.675,0.2669
43760,2,0,0.0409,47.93,20,6,0.9366,0.5585,0.1596
43458,0,1,0.1016,53.64,7,27,0.6713,0.5974,0.2107
37459,0,0,0.0159,34.6,3,82,0.7297,0.6426,0.1566
24865,1,0,0.1058,36.7,6,63,0.7311,0.5454,0.1268
44976,0,1,0.0484,58.8,18,95,0.675,0.6302,0.211
41145,0,5,0.0561,27.79,5,59,0.7916,0.4657,0.4575
18607,0,0,0.0413,24.58,20,40,0.7246,0.6646,0.147
42266,0,7,0.0823,49.86,1,36,0.3754,0.5872,0.5212
14060,0,1,0.1609,19.29,22,32,0.9813,0.5531,0.0
22636,2,1,0.044,20.86,18,87,0.7894,0.4964,0.3591
3478,0,0,0.1756,53.21,17,40,0.8359,0.7104,0.0
26751,0,3,0.1665,63.62,6,83,0.7421,0.5992,0.1741
21466,1,2,0.0272,40.4,7,46,0.9292,0.6451,0.1918
19574,0,2,0.1053,37.01,0,100,0.5574,0.6377,0.0386
23012,0,0,0.1367,14.04,16,3,0.685,0.4574,0.063
18045,2,1,0.0737,51.74,7,11,0.6165,0.7206,0.2421
25500,1,3,0.234,81.66,6,39,0.9105,0.8628,0.349
40403,0,1,0.2696,24.13,0,82,0.2374,0.2928,0.3247
12258,0,1,0.0143,69.99,4,87,0.6398,0.8563,0.1096
35350,0,0,0.0653,37.15,19,75,0.8695,0.621,0.2033
27583,0,4,0.0116,78.24,7,77,0.836,0.7234,0.4358
29490,0,2,0.1725,37.52,7,19,0.3638,0.5748,0.0754
24631,0,1,0.1935,36.47,18,26,0.5249,0.57,0.183
16391,0,0,0.0284,69.7,4,78,0.7796,0.8037,0.083
30338,0,6,0.0307,25.64,1,76,0.4704,0.5499,0.4116
31226,0,4,0.0731,63.82,7,9,0.428,0.657,0.306
15394,0,2,0.0701,32.97,17,13,0.6384,0.5776,0.135
8938,0,1,0.0986,82.25,5,78,0.6802,0.8927,0.0716
26024,0,1,0.0965,12.39,8,53,0.8083,0.3968,0.1942
34057,2,2,0.1848,56.83,6,5,0.8738,0.6588,0.3627
37061,2,4,0.0231,12.22,22,7,0.7341,0.452,0.4577
39440,0,0,0.1199,89.07,23,18,0.835,0.8385,0.0
29457,0,2,0.0619,80.34,6,92,0.619,0.9293,0.2581
21841,0,1,0.0526,58.13,22,72,0.4798,0.6628,0.125
24974,0,5,0.103,72.88,23,40,0.8034,0.8177,0.3632
10082,0,0,0.1732,80.43,21,94,0.7399,0.8544,0.0
16808,0,2,0.1097,20.17,1,43,0.6617,0.5184,0.2486
24361,1,2,0.0627,69.37,0,2,0.5393,0.8298,0.311
21800,0,0,0.0421,56.22,8,23,0.6557,0.8063,0.0701
26104,0,4,0.052,53.46,4,15,0.4346,0.6376,0.2551
8502,0,4,0.1168,81.49,13,22,0.5548,0.827,0.2483
11182,0,1,0.1027,65.6,17,12,0.8039,0.7871,0.1098
34307,0,2,0.0921,81.01,5,9,0.657,0.8185,0.2558
15000,3,3,0.0927,37.6,8,12,0.6424,0.6143,0.3997
16886,0,6,0.0517,14.68,0,94,0.5532,0.5548,0.5742
26140,0,0,0.0098,11.86,7,97,0.7132,0.5399,0.0076
13826,0,4,0.0384,82.2,12,60,0.871,0.8907,0.3458
38276,0,3,0.1571,82.49,4,33,0.4712,0.7007,0.2889
9918,2,1,0.0151,55.86,17,16,0.7956,0.8049,0.1639
25018,0,4,0.0234,71.5,17,5,0.6334,0.7858,0.2602
16017,1,0,0.048,18.79,5,73,0.4822,0.621,0.2045
26874,0,2,0.0113,24.94,7,78,0.1823,0.505,0.2124
19030,2,1,0.0503,13.14,15,87,0.8455,0.4885,0.2347
24716,0,0,0.0756,59.41,14,27,0.5811,0.7383,0.0792
39655,0,0,0.1554,16.37,14,91,0.6377,0.3107,0.0499
16751,3,0,0.203,31.13,23,80,0.5621,0.4854,0.2132
16651,0,2,0.0389,41.21,8,25,0.6281,0.7516,0.0923
21209,0,0,0.0753,42.82,16,86,0.5315,0.6634,0.0556
42688,2,0,0.0286,52.78,2,26,0.4027,0.6997,0.3711
23923,0,2,0.0065,20.68,13,64,0.5665,0.6067,0.1233
39810,1,2,0.0625,20.84,15,64,0.3015,0.383,0.3826
22877,0,1,0.0496,54.12,20,20,0.6161,0.6895,0.1245
39276,2,6,0.0907,29.98,16,9,0.4871,0.502,0.6809
29889,1,6,0.1297,60.72,13,13,0.6962,0.6406,0.4041
31655,0,0,0.1649,60.98,17,3,0.43,0.6714,0.1763
7771,1,0,0.135,28.72,8,9,0.5872,0.6258,0.0722
5990,1,3,0.1613,32.54,21,51,0.7459,0.5107,0.2339
37842,1,3,0.0856,41.72,4,83,0.9344,0.6938,0.3344
37693,0,0,0.032,65.98,5,31,0.6799,0.756,0.1018
54057,1,1,0.067,29.12,22,96,0.3952,0.4393,0.239
7169,2,6,0.0774,50.1,15,8,0.6806,0.7204,0.3822
30830,0,5,0.0276,40.9,3,71,0.6892,0.6251,0.3778
12714,0,4,0.078,75.5,19,95,0.4869,0.8062,0.2849
16113,0,1,0.0548,88.16,22,28,0.7054,0.938,0.1892
18973,1,1,0.0798,59.02,23,19,0.7412,0.6928,0.2026
29588,0,2,0.1079,68.55,14,40,0.4543,0.802,0.297
17032,1,0,0.0453,76.49,3,93,0.8811,0.9026,0.2403
25404,2,0,0.0579,63.56,8,26,0.5095,0.7475,0.1765
34984,0,4,0.02,24.6,14,42,0.6611,0.5193,0.2525
38536,0,1,0.0395,78.94,9,54,0.427,0.7581,0.173
33311,2,3,0.0302,27.35,0,74,0.594,0.5104,0.3763
30422,0,0,0.1721,34.18,13,15,0.7752,0.523,0.0853
23300,0,0,0.0181,72.66,17,56,0.4078,0.6557,0.1484
18173,0,4,0.1048,88.51,13,85,0.6493,0.8389,0.3098
31468,1,2,0.1923,28.69,10,49,0.7652,0.3072,0.2027
12389,0,7,0.0369,40.28,12,56,0.9021,0.7342,0.2393
26430,0,3,0.0987,45.0,12,66,0.4738,0.6087,0.3329
12092,0,1,0.1043,17.73,10,69,0.6956,0.4799,0.0
24505,0,4,0.0392,47.82,0,78,0.6996,0.6804,0.2822
12355,1,0,0.0909,45.71,2,58,0.7469,0.5545,0.1811
20193,0,0,0.0415,45.53,18,96,0.7146,0.6047,0.2126
16889,3,0,0.0442,28.91,23,38,0.5559,0.4712,0.2609
15441,0,1,0.1022,16.49,16,40,0.75,0.488,0.1487
23952,0,5,0.1628,88.65,13,77,0.7279,0.8021,0.3417
3000,0,6,0.1336,36.25,3,83,0.7027,0.6908,0.3866
3370,0,6,0.24,18.91,10,64,0.7875,0.4705,0.2431
34645,0,3,0.0306,35.59,2,89,0.9256,0.6771,0.2404
26770,0,5,0.0181,76.06,16,37,0.749,0.8604,0.3905
16320,1,0,0.1508,76.33,2,42,0.6062,0.7032,0.0
36687,0,4,0.1497,17.52,6,36,0.6402,0.4241,0.2799
17330,0,0,0.0465,80.21,23,91,0.7709,0.863,0.1664
18044,0,0,0.0576,60.51,14,38,0.8286,0.7904,0.0051
15599,0,1,0.0259,52.69,11,100,0.7901,0.7197,0.144
47879,0,0,0.0206,66.73,19,100,0.4464,0.6825,0.193
27821,0,0,0.0785,46.76,22,10,0.8368,0.7448,0.0
27349,0,1,0.1618,45.62,7,2,0.7837,0.5691,0.0793
30597,0,1,0.1057,73.89,3,84,0.5548,0.7066,0.0771
3000,2,5,0.0853,23.83,22,14,0.6833,0.6511,0.4625
17872,0,0,0.0051,40.68,5,80,0.7616,0.6453,0.0
30460,1,5,0.0535,81.71,9,21,0.5171,0.8059,0.2973
24951,0,0,0.0946,31.28,21,91,0.9681,0.5379,0.0285
51465,0,1,0.0361,39.47,22,51,0.8603,0.6122,0.2013
18578,0,0,0.0579,57.81,14,37,0.3532,0.6437,0.1446
36318,0,0,0.1746,21.23,14,6,0.788,0.5316,0.1645
34672,0,1,0.0475,29.42,19,99,0.4466,0.5346,0.2037
26714,1,1,0.0154,83.56,16,31,0.9327,0.8448,0.1534
28893,3,0,0.1433,20.07,0,4,0.8027,0.4263,0.2944
21518,0,1,0.2345,30.02,8,86,0.1717,0.4065,0.1145
3000,1,0,0.1762,25.51,1,4,0.8322,0.5872,0.0266
29190,0,4,0.0285,42.75,17,100,0.663,0.6718,0.3127
30141,2,6,0.1318,88.51,12,96,0.7139,0.7952,0.5758
32028,0,1,0.0078,64.09,22,77,0.4677,0.7193,0.2025
25757,0,2,0.1223,46.99,16,61,0.5322,0.5922,0.1846
36645,1,0,0.0639,17.83,13,20,0.4104,0.5793,0.0723
14608,1,0,0.1152,37.16,13,73,0.3397,0.5502,0.0501
42621,1,7,0.0122,57.85,23,90,0.7533,0.6675,0.5617
13145,1,1,0.0469,57.7,1,12,0.5496,0.7713,0.2807
23706,0,2,0.114,35.88,8,50,0.7474,0.5007,0.1693
33170,0,2,0.2501,55.99,11,77,0.7772,0.5729,0.3199
18821,0,1,0.071,22.2,12,74,0.6281,0.7371,0.0174
33988,3,0,0.0043,45.03,9,98,0.6538,0.7249,0.3546
20887,0,7,0.087,10.14,1,77,0.6454,0.4944,0.415
26418,0,1,0.0921,86.15,16,6,0.7756,0.8362,0.1476
22826,1,0,0.0971,82.33,9,64,0.8666,0.8779,0.2262
18078,0,6,0.0604,55.75,22,33,0.5675,0.6683,0.3279
52013,2,1,0.0307,69.91,18,20,0.7189,0.8217,0.4053
